Tahun	Minggu	Negeri	Daerah/Zon/PBT	Lokaliti	Jumlah Kes Terkumpul	Tempoh Wabak Berlaku (Hari)
2010	16	Selangor	Gombak	Taman Sri Gombak Fasa 9	29	101
2010	16	Selangor	Hulu Langat	Apartment 16C Seksyen 16 Bandar Baru Bangi	23	86
2010	16	Selangor	Hulu Langat	Taman Cheras Awana	15	81
2010	16	Selangor	MPKJ	Taman Sepakat Indah	42	69
2010	16	Selangor	MPAJ	Taman Dagang (Zon B)	18	61
2010	16	Selangor	MBPJ	Ss 9A	27	58
2010	16	Selangor	Hulu Langat	Seksyen 3 Taman Pelangi Semenyih	45	52
2010	16	Selangor	Hulu Langat	Fasa 2 Seksyen 4 Bandar Baru Bangi	13	50
2010	16	Selangor	MPAJ	Pandan Mewah (Zon A)	18	48
2010	16	Selangor	MBSA	Seksyen 13 (Pangsapuri Perdana)	23	44
2010	16	Selangor	Hulu Langat	Fasa 4 Taman Taming Jaya	6	43
2010	16	Selangor	MPAJ	Taman Kosas (Zon C)	12	41
2010	16	Selangor	MPSJ	Taman Pinggiran Usj 2	8	40
2010	16	Selangor	Gombak	Taman Desa Jaya	17	39
2010	16	Selangor	Gombak	Kg Matang Pagar	7	38
2010	16	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	13	35
2010	16	Selangor	MPSJ	Taman Serdang Jaya 2	11	31
2010	16	Selangor	MPK	Taman Palm Grove Jalan Resak	7	31
2010	16	Selangor	MPKJ	Taman Berjaya Baru	16	30
2010	16	Selangor	MBSA	Seksyen 6( Jalan 6/5- Jalan 6/5C)	8	30
2010	16	WPKL	Cheras	Ppr Desa Tun Razak	23	103
2010	16	WPKL	Cheras	Taman Maluri Jalan Jejaka	14	54
2010	16	WPKL	Setapak	"Keramat Wangsa Kelumpuk Kuang,Teratai,Menara Merak Kayangan."	23	93
2010	16	WPKL	Setapak	Keramat Wangsa Kelumpuk Cempaka Penguin	18	53
2010	16	WPKL	Klang Lama	Vista Angkasa	17	65
2010	16	WPKL	Klang Lama	Bukit Jalil (Jalil Damai Apartment)	12	51
2010	16	WPKL	Kepong	Pangsapuri Sri Batu	7	39
2010	16	Johor	MPJBT	Felda Ulu Tebrau	5	37
2010	16	Johor	MPPG	"Flat Sedc, Pelentong"	15	39
2010	16	Pahang	Kuantan	Taman Indera Mahkota 6	12	45
2010	16	Sarawak	Bau	Kpg Stenggang	4	33
2010	17	Selangor	MBPJ	Mentari Court Pjs 8	37	114
2010	17	Selangor	MPKJ	Taman Sepakat Indah	50	76
2010	17	Selangor	MPAJ	Taman Dagang (Zon B)	18	68
2010	17	Selangor	MBPJ	Ss 9A	31	65
2010	17	Selangor	Hulu Langat	Seksyen 3 Taman Pelangi Semenyih	47	59
2010	17	Selangor	Hulu Langat	Fasa 2 Seksyen 4 Bandar Baru Bangi	13	57
2010	17	Selangor	MPAJ	Pandan Mewah (Zon A)	22	55
2010	17	Selangor	MBSA	Seksyen 13 (Pangsapuri Perdana)	25	51
2010	17	Selangor	MPSJ	Taman Pinggiran Usj 2	8	47
2010	17	Selangor	Gombak	Taman Desa Jaya	17	46
2010	17	Selangor	Gombak	Kg Matang Pagar	8	45
2010	17	Selangor	Hulu Langat	Fasa 4 Taman Taming Jaya	7	47
2010	17	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	17	42
2010	17	Selangor	MPSJ	Taman Serdang Jaya 2	12	38
2010	17	Selangor	MPKJ	Taman Berjaya Baru	16	37
2010	17	Selangor	MPAJ	Taman Teratai (Zon C) Ep 2	11	36
2010	17	Selangor	Hulu Langat	Seksyen 1 Bandar Rinching	10	35
2010	17	Selangor	Hulu Langat	Fasa 1 Taman Kantan Permai	7	35
2010	17	Selangor	MPKJ	Taman Kajang Jaya	7	32
2010	17	Selangor	K.Langat	Bandar Saujana Putra	5	31
2010	17	Selangor	Gombak	Selayang Baru K5	5	31
2010	17	WPKL	Cheras	Ppr Desa Tun Razak	24	110
2010	17	WPKL	Cheras	Taman Maluri Jalan Jejaka	15	61
2010	17	WPKL	Cheras	Desa Tasik (Polis)	10	30
2010	17	WPKL	Setapak	Keramat Wangsa Kelumpuk Cempaka Penguin	19	60
2010	17	WPKL	Setapak	Ppr Desa Rejang	9	30
2010	17	WPKL	Klang Lama	Vista Angkasa	20	72
2010	17	WPKL	Klang Lama	Bukit Jalil (Jalil Damai Apartment)	13	58
2010	17	Johor	MPPG	"Flat Sedc, Pelentong"	15	46
2010	17	Johor	MPPG	"Taman Tg Puteri Resort Jalan Lampam,Pelentong"	9	34
2010	17	Pahang	Kuantan	Taman Indera Mahkota 6	12	45
2010	18	Selangor	MBPJ	Mentari Court Pjs 8	37	121
2010	18	Selangor	MPKJ	Taman Sepakat Indah	54	83
2010	18	Selangor	MBPJ	Ss 9A	35	72
2010	18	Selangor	Hulu Langat	Seksyen 3 Taman Pelangi Semenyih	48	66
2010	18	Selangor	MPAJ	Pandan Mewah (Zon A)	25	62
2010	18	Selangor	MBSA	Seksyen 13 (Pangsapuri Perdana)	25	58
2010	18	Selangor	Hulu Langat	Fasa 4 Taman Taming Jaya	7	54
2010	18	Selangor	Gombak	Taman Desa Jaya	21	53
2010	18	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	18	49
2010	18	Selangor	MPSJ	Taman Serdang Jaya 2	12	45
2010	18	Selangor	K.Langat	Bandar Saujana Putra	5	38
2010	18	Selangor	Hulu Selangor	"Apartment Kenangan Tbr, Bukit Beruntung"	5	34
2010	18	Selangor	MBPJ	Apartment Impian Pju 10	6	33
2010	18	Selangor	MBSA	Seksyen 2	5	33
2010	18	Selangor	MPSJ	Pusat Bandar Puchong (Jalan Wawasan 1)	11	32
2010	18	Selangor	MPSJ	Pusat Bandar Puchong (Wawasan 2)	7	32
2010	18	Selangor	MBPJ	Ss 22	5	31
2010	18	Selangor	MPKJ	Taman Koperasi Lln	7	30
2010	18	Selangor	MPAJ	Taman Melawati (Zon 5)	11	30
2010	18	WPKL	Cheras	Ppr Desa Tun Razak	24	117
2010	18	WPKL	Cheras	Taman Maluri Jalan Jejaka	16	68
2010	18	WPKL	Cheras	Desa Tasik (Polis)	14	37
2010	18	WPKL	Setapak	Keramat Wangsa Kelumpuk Cempaka Penguin	19	67
2010	18	WPKL	Setapak	Ppr Desa Rejang	9	37
2010	18	WPKL	Klang Lama	Vista Angkasa	22	79
2010	18	WPKL	Klang Lama	Bukit Jalil (Jalil Damai Apartment)	13	65
2010	18	WPKL	Klang Lama	Pantai Dalam ( Ppr Pantai Ria)	5	32
2010	18	WPKL	Kepong	"Ampat Tin (R,K,A,T)"	6	31
2010	18	WPKL	Damansara	Apartment Putra Ria	11	31
2010	18	WPKL	Damansara	Apartment Abdullah Hukum	6	30
2010	18	Johor	MPPG	"Taman Tg Puteri Resort Jalan Lampam,Pelentong"	9	40
2010	18	Johor	MPPG	"Taman Mawar, Pelentong"	9	34
2010	18	Pahang	Rompin	Bandar Melati	8	31
2010	18	N. Sembilan	Seremban	Taman Rasah Jaya F1 (Ep 2)	7	32
2010	18	N. Sembilan	Seremban	Taman Marida (Anggerik/Taman Melati)	9	30
2010	19	Selangor	MPKJ	Taman Sepakat Indah	62	90
2010	19	Selangor	MBPJ	Ss 9A	35	79
2010	19	Selangor	Hulu Langat	Seksyen 3 Taman Pelangi Semenyih	48	73
2010	19	Selangor	MPAJ	Pandan Mewah (Zon A)	26	69
2010	19	Selangor	Gombak	Taman Desa Jaya	21	60
2010	19	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	20	56
2010	19	Selangor	MBPJ	Apartment Impian Pju 10	7	40
2010	19	Selangor	MPSJ	Pusat Bandar Puchong (Jalan Wawasan 1)	11	39
2010	19	Selangor	MPSJ	Pst Bandar Puchong (Wawasan 2)	7	39
2010	19	Selangor	MBPJ	Ss 22	7	38
2010	19	Selangor	MPAJ	Taman Melawati (Zon 5)	12	37
2010	19	Selangor	MPKJ	Taman Koperasi Lln	7	37
2010	19	Selangor	MPKJ	Taman Kajang Mewah	12	34
2010	19	Selangor	Hulu Langat	Taman Jasmin (2)	9	34
2010	19	Selangor	Hulu Langat	Taman Delima Kajang (2)	5	34
2010	19	Selangor	Hulu Langat	Hostel Kolej Politek Mara Bangi	12	33
2010	19	Selangor	Hulu Langat	Fasa 2 Seksyen 3 Tambahan	7	32
2010	19	Selangor	MPAJ	Taman Permata (Zon A)	10	32
2010	19	WPKL	Cheras	Taman Maluri Jalan Jejaka	16	75
2010	19	WPKL	Cheras	Desa Tasik (Polis)	17	44
2010	19	WPKL	Cheras	Desa Tasik (Awam)	5	34
2010	19	WPKL	Setapak	"Taman Setapak
(Jalan Bakubang,Tioman)"	6	32
2010	19	WPKL	Setapak	Heritage Kondo	6	36
2010	19	WPKL	Klang Lama	Vista Angkasa	25	86
2010	19	WPKL	Kepong	"Ampat Tin (R,K,A,T)"	7	38
2010	19	WPKL	Kepong	Quarters Kerajaan Jalan Duta	8	35
2010	19	WPKL	Damansara	Apartment Putra Ria	11	38
2010	19	WPKL	Damansara	Apartment Abdullah Hukum	7	37
2010	19	Johor	MPPG	"Taman Mawar, Pelentong"	10	41
2010	19	Johor	MPJBT	Taman Sri Skudai Jalan Emas	11	33
2010	19	Johor	Kluang (PBT)	Taman Kluang Barat	10	31
2010	19	Pahang	Rompin	Bandar Melati	8	38
2010	19	Pahang	Kuantan	Pakr Kg Padang	11	32
2010	19	N. Sembilan	Seremban	Taman Rasah Jaya F1 (Ep 2)	9	39
2010	19	N. Sembilan	Seremban	Taman Marida (Anggerik/Taman Melati)	9	37
2010	19	N. Sembilan	Seremban	Flat Dahlia Seremban 2	15	35
2010	20	Selangor	MPKJ	Taman Sepakat Indah	67	97
2010	20	Selangor	MPAJ	Pandan Mewah (Zon A)	28	76
2010	20	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	20	63
2010	20	Selangor	MBPJ	Apartment Impian Pju 10	8	47
2010	20	Selangor	MBPJ	Ss 22	7	45
2010	20	Selangor	MPKJ	Taman Koperasi Lln	8	44
2010	20	Selangor	MPAJ	Taman Melawati (Zon 5)	15	44
2010	20	Selangor	MPKJ	Taman Kajang Mewah	17	41
2010	20	Selangor	Hulu Langat	Taman Jasmin (2)	11	41
2010	20	Selangor	Hulu Langat	Taman Delima Kajang (2)	7	41
2010	20	Selangor	Hulu Langat	Hostel Kolej Politek Mara Bangi	13	40
2010	20	Selangor	MPAJ	Taman Permata (Zon A)	10	39
2010	20	Selangor	Hulu Langat	Fasa 2 Seksyen 3 Tambahan	7	39
2010	20	Selangor	MPSJ	Taman Sri Serdang	8	33
2010	20	Selangor	MPKJ	Taman Putra	10	32
2010	20	Selangor	Gombak	Kg Changkat	13	32
2010	20	Selangor	MPSJ	Usj 11	6	31
2010	20	Selangor	Hulu Langat	Taman Asa Jaya	5	31
2010	20	Selangor	Gombak	Kg Nakhoda Kiri	5	30
2010	20	WPKL	Cheras	Desa Tasik (Polis)	18	51
2010	20	WPKL	Cheras	"Desa Petaling
(Pangsa Ria Apartment)"	7	36
2010	20	WPKL	Setapak	"Taman Setapak
(Jalan Bakubang,Tioman)"	6	39
2010	20	WPKL	Klang Lama	Vista Angkasa	26	93
2010	20	WPKL	Kepong	"Ampat Tin (R,K,A,T)"	7	45
2010	20	WPKL	Kepong	Quarters Kerajaan Jalan Duta	12	42
2010	20	WPKL	Kepong	Taman Sri Segambut	5	32
2010	20	WPKL	Damansara	Apartment Putra Ria	11	45
2010	20	Johor	MPPG	"Taman Mawar, Pelentong"	12	48
2010	20	Johor	MPJBT	Taman Sri Skudai Jalan Emas	11	40
2010	20	Johor	Kluang (PBT)	Taman Kluang Barat	10	38
2010	20	Pahang	Kuantan	Pakr Kg Padang	11	39
2010	20	N. Sembilan	Seremban	Taman Rasah Jaya F1 (Ep 2)	9	46
2010	20	N. Sembilan	Seremban	Taman Marida (Anggerik/Taman Melati)	9	44
2010	20	N. Sembilan	Seremban	Flat Dahlia Seremban 2	16	42
2010	21	Selangor	MPKJ	Taman Sepakat Indah	70	104
2010	21	Selangor	MPAJ	Pandan Mewah (Zon A)	28	83
2010	21	Selangor	MBPJ	Apartmentimpian Pju 10	8	54
2010	21	Selangor	MPKJ	Taman Koperasi Lln	9	51
2010	21	Selangor	MPAJ	Taman Melawati (Zon 5)	16	51
2010	21	Selangor	Hulu Langat	Taman Jasmin (2)	13	48
2010	21	Selangor	MPKJ	Taman Kajang Mewah	18	48
2010	21	Selangor	Hulu Langat	Taman Delima Kajang (2)	7	48
2010	21	Selangor	Hulu Langat	Hostel Kolej Politek Mara Bangi	13	47
2010	21	Selangor	MPKJ	Taman Putra	12	39
2010	21	Selangor	Gombak	Kg Changkat	14	39
2010	21	Selangor	MPAJ	Taman. Permata(Zon C)	10	36
2010	21	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	18	33
2010	21	Selangor	MPK	Kawasan Perindustrian Sg Rasa Jalan Bt 3 Lama	13	31
2010	21	WPKL	Cheras	Desa Tasik (Polis)	18	58
2010	21	WPKL	Cheras	Bandar Tun Razak (Apartment Lumayan)	9	33
2010	21	WPKL	Cheras	Ppr Raya Permai	5	33
2010	21	WPKL	Setapak	"Taman Setapak (Jalan Bakubang,Tioman)"	8	46
2010	21	WPKL	Klang Lama	Vista Angkasa	26	100
2010	21	WPKL	Kepong	Quarters Kerajaan Jalan Duta	17	49
2010	21	Johor	MPPG	"Taman Mawar, Pelentong"	16	55
2010	21	Johor	MBJB	Taman Gembira	7	34
2010	21	N. Sembilan	Seremban	Flat Dahlia Seremban 2	16	49
2010	21	Sabah	Sandakan	Taman Fajar	10	32
2010	22	Selangor	MPKJ	Taman Sepakat Indah	72	111
2010	22	Selangor	MPAJ	Pandan Mewah (Zon A)	29	90
2010	22	Selangor	MPKJ	Taman Koperasi Lln	9	58
2010	22	Selangor	MPAJ	Taman Melawati (Zon 5)	16	58
2010	22	Selangor	MPKJ	Taman Kajang Mewah	23	55
2010	22	Selangor	Hulu Langat	Taman Jasmin (2)	14	55
2010	22	Selangor	MPKJ	Taman Putra	13	46
2010	22	Selangor	Gombak	Kg Changkat	17	46
2010	22	Selangor	MPAJ	Taman Permata(Zon C)	11	43
2010	22	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	18	40
2010	22	Selangor	MBPJ	Flat Desa Mentari Pjs 6	5	34
2010	22	Selangor	MPS	Rawang Integrated	9	33
2010	22	Selangor	Hulu Langat	Seksyen 3 Bandar Teknologi (3)	8	33
2010	22	Selangor	Hulu Langat	Seksyen 1 Bandar Tasik Kesuma (3)	8	32
2010	22	Selangor	MBPJ	Apartment Harmoni Pju 10	8	30
2010	22	WPKL	Cheras	Desa Tasik (Polis)	18	65
2010	22	WPKL	Cheras	Bandar Tun Razak (Apartment Lumayan)	10	40
2010	22	WPKL	Setapak	"Taman Setapak
(Jalan Bakubang,Tioman)"	10	53
2010	22	WPKL	Kepong	Quarters Kerajaan Jalan Duta	20	56
2010	22	WPKL	Kepong	Jinjang Utara R/P Jg Kawasan D Jalan 1/16C-12/16C	7	36
2010	22	Johor	MPPG	"Taman Mawar, Pelentong"	16	62
2010	22	Johor	MBJB	Taman Gembira	10	41
2010	22	Johor	MPPG	Taman Scientex Jalan Helang	5	30
2010	22	N. Sembilan	Seremban	Flat Dahlia Seremban 2	19	55
2010	23	Selangor	MPKJ	Taman Sepakat Indah	76	118
2010	23	Selangor	MPAJ	Pandan Mewah (Zon A)	29	97
2010	23	Selangor	MPKJ	Taman Kajang Mewah	29	62
2010	23	Selangor	Hulu Langat	Taman Jasmin (2)	14	62
2010	23	Selangor	MPKJ	Taman Putra	14	53
2010	23	Selangor	Gombak	Kg Changkat	20	53
2010	23	Selangor	MPAJ	Taman Permata(Zon C)	11	50
2010	23	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	24	47
2010	23	Selangor	MPS	Rawang Integrated	10	40
2010	23	Selangor	Hulu Langat	Seksyen 1 Bandar Tasik Kesuma (3)	9	39
2010	23	Selangor	MPS	Taman Rawang Perdana Apartmentlily	12	36
2010	23	Selangor	MPAJ	Kg Melayu Ampang (Zon A)	12	33
2010	23	Selangor	MPSJ	Sri Kembangan (Sk 13)	5	32
2010	23	Selangor	MPAJ	Pandan Jaya (Zon B)	16	31
2010	23	Selangor	MPSJ	Usj 8 (Court 6)	6	30
2010	23	WPKL	Cheras	Bandar Tun Razak (Apartmentlumayan)	11	47
2010	23	WPKL	Setapak	"Taman Setapak
(Jalan Bakubang,Tioman)"	10	60
2010	23	WPKL	Kepong	Quarters Kerajaan Jalan Duta	22	63
2010	23	Johor	MPPG	"Taman Mawar, Pelentong"	17	69
2010	23	Johor	MBJB	Taman Gembira	13	48
2010	23	N. Sembilan	Seremban	Flat Dahlia Seremban 2	19	62
2010	23	Kelantan	Kota Bharu	"Kg. Batu 6, Sabak"	12	34
2010	24	Selangor	MPKJ	Taman Sepakat Indah	80	125
2010	24	Selangor	MPKJ	Taman Kajang Mewah	32	69
2010	24	Selangor	Gombak	Kg Changkat	21	60
2010	24	Selangor	MPKJ	Taman Putra	14	60
2010	24	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	26	54
2010	24	Selangor	MPS	Rawang Integrated	11	47
2010	24	Selangor	Hulu Langat	Seksyen  1 Bandar Tasik Kesuma (3)	9	46
2010	24	Selangor	MPS	Taman Rawang Perdana Apartmentlily	13	43
2010	24	Selangor	MPAJ	Kg Melayu Ampang (Zon A)	12	40
2010	24	Selangor	MPAJ	Pandan Jaya (Zon B)	20	38
2010	24	Selangor	Hulu Langat	Flat Sri Tanjung Seksyen 7 Bandar Baru Bangi	6	35
2010	24	Selangor	MPAJ	Kg Melayu Ampang ( Zon C)	9	33
2010	24	Selangor	Hulu Langat	Fasa 4 Taman Bukit Mewah	7	33
2010	24	Selangor	Klang	Lot 6120 Batu 5 3/4 Jalan Hj Abdul Manan Off Jalan Meru	5	33
2010	24	Selangor	Hulu Langat	Taman Desa Jenaris	8	32
2010	24	Selangor	Gombak	Apartment Aman 1 Desa Aman Puri	5	30
2010	24	WPKL	Kepong	Quarters Kerajaan Jalan Duta	22	70
2010	24	WPKL	Cheras	Bandar Tun Razak (Apartment Lumayan)	11	54
2010	24	WPKL	Setapak	Setapak Ria Kondo Jalan Genting Klang	5	30
2010	24	WPKL	Setapak	Keramat Wangsa Kelumpuk Kenanga Sunding Malam	6	30
2010	24	Johor	MBJB	Taman Gembira	13	55
2010	24	Johor	MPPG	"Rumah Pangsa Jalan Tembusu,Pasir Gudang"	12	35
2010	24	Johor	MPPG	Perjiranan 9 Pasir Gudang	6	35
2010	24	Kelantan	Kota Bharu	"Kg. Batu 6, Sabak"	13	41
2010	25	Selangor	MPKJ	Taman Sepakat Indah	82	132
2010	25	Selangor	MPKJ	Taman Kajang Mewah	32	76
2010	25	Selangor	Gombak	Kg Changkat	22	67
2010	25	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	30	61
2010	25	Selangor	MPS	Rawang Integrated	11	54
2010	25	Selangor	MPS	Taman Rawang Perdana Apartment Lily	13	50
2010	25	Selangor	MPAJ	Pandan Jaya (Zon B)	22	45
2010	25	Selangor	Hulu Langat	Flat Sri Tanjung Seksyen 7 Bandar Baru Bangi	7	42
2010	25	Selangor	MPAJ	Kg Melayu Ampang ( Zon C)	12	40
2010	25	Selangor	Hulu Langat	Taman Desa Jenaris	9	39
2010	25	Selangor	Gombak	Apartment Aman 1 Desa Aman Puri	6	37
2010	25	Selangor	Hulu Langat	Kem Pga 2	11	34
2010	25	Selangor	MPAJ	Pandan Perdana (Zon B)	13	30
2010	25	Selangor	MBPJ	Armanee Kondo Pju 10	7	30
2010	25	Selangor	MPAJ	Pandan Indah ( Zon C)	9	30
2010	25	WPKL	Kepong	Quarters Kerajaan Jalan Duta	23	77
2010	25	WPKL	Setapak	Keramat Wangsa Kelumpuk Kenanga Sunding Malam	6	37
2010	25	Johor	MBJB	Taman Gembira	16	62
2010	25	Johor	MPPG	"Rumah Pangsa
Jalan Tembusu,Pasir Gudang"	12	43
2010	25	Johor	MPPG	Perjiranan 9 Pasir Gudang	6	43
2010	25	Johor	MBJB	Kondominium Wadihana	6	33
2010	25	Johor	MBJB	Taman Century	43	33
2010	25	Johor	PBT	Chamek N/V	10	34
2010	25	Kelantan	Kota Bharu	"Kg. Batu 6, Sabak"	13	48
2010	25	Pahang	Kuantan	Taman Siok Thong	21	36
2010	25	Sarawak	Daro	Kpg Masjid Lama Belawai	4	31
2010	25	N. Sembilan	Seremban	Taman Seremban Jaya F3	10	31
2010	26	Selangor	MPKJ	Taman Sepakat Lndah	85	139
2010	26	Selangor	Gombak	Kg Changkat	24	74
2010	26	Selangor	MPAJ	Aus Taman Keramat (Zon A)	33	68
2010	26	Selangor	MPAJ	Pandan Jaya (Zon B)	29	52
2010	26	Selangor	Hulu Langat	Flat Sri Tanjung Seksyen 7 Bandar Baru Bangi	9	49
2010	26	Selangor	MPAJ	Kg Melayu Ampang ( Zon C)	13	47
2010	26	Selangor	Hulu Langat	Taman Desa Jenaris	9	46
2010	26	Selangor	Gombak	Apartment Aman 1 Desa Aman Puri	7	44
2010	26	Selangor	Hulu Langat	Kem Pga (2)	13	41
2010	26	Selangor	MPAJ	Pandan Perdana (Zon B)	17	37
2010	26	Selangor	MBPJ	Armanee Kondo Pju 10	7	37
2010	26	Selangor	MPKJ	Kg Baru Sg Chua	6	33
2010	26	Selangor	Hulu Langat	Apartment Taman Kajang Utama (2)	5	31
2010	26	Selangor	Hulu Langat	Pangsapuri Baiduri Bandartasik Kesuma	17	30
2010	26	WPKL	Kepong	Quarters Kerajaan Jalan Duta	23	84
2010	26	WPKL	Cheras	Desa Tasik Awam	18	33
2010	26	WPKL	Setapak	"Taman Setapak Lndah (Jalan 8C/6-13C/6, Jalansd/6-1 Od)"	5	31
2010	26	Johor	MPPG	"Taman Mawar, Pelentong"	23	90
2010	26	Johor	MBJB	Taman Gembira	17	68
2010	26	Johor	MPPG	Perjiranan 9 Pasir Gudang	7	49
2010	26	Johor	MBJB	Kondominium Wadihana	6	40
2010	26	Johor	MBJB	Taman Century	49	40
2010	26	Johor	PBT	Chamek Nn	10	41
2010	26	Johor	MPJBT	Rumah Rakyat Lima Kedai	15	33
2010	26	Johor	MPJBT	Taman Johor Jaya Jalan Bakawali	9	33
2010	26	Pahang	Kuantan	Taman Siok Thong	21	43
2010	26	N. Sembilan	Seremban	Taman Seremban Jaya F3	10	38
2010	26	Perak	Kinta	Kg Sg Tapah Tambahan	7	34
2010	26	Kelantan	Pasir Mas	Kg Baroh Pial Kangkong	12	34
2010	26	Sarawak	Sibu	Jalan Tiong Hua	14	31
2010	27	Selangor	MPKJ	Taman Sepakat Indah	86	146
2010	27	Selangor	Gombak	Kg Changkat	25	81
2010	27	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	40	75
2010	27	Selangor	MPAJ	Pandan Jaya (Zon B)	33	59
2010	27	Selangor	Hulu Langat	Flat Sri Tanjung Seksyen 7 Bandar Baru Bangi	10	56
2010	27	Selangor	MPAJ	Kg Melayu Ampang ( Zon C)	14	54
2010	27	Selangor	Gombak	Apartment Aman 1 Desa Aman Puri	7	51
2010	27	Selangor	Hulu Langat	Kem Pga (2)	17	48
2010	27	Selangor	MPAJ	Pandan Perdana (Zon B)	17	44
2010	27	Selangor	Hulu Langat	Apartment Taman Kajang Utama (2)	5	38
2010	27	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	18	37
2010	27	Selangor	Gombak	Kg Bendahara	15	35
2010	27	Selangor	Hulu Langat	Taman Sri Jelok	15	33
2010	27	Selangor	Hulu Langat	Taman Sri Bahagia	5	31
2010	27	Selangor	MPAJ	Pandan Jaya (Zon C)	7	31
2010	27	WPKL	Cheras	Desa Tasik Awam	19	40
2010	27	Johor	MPJBT	Rumah Rakyat Lima Kedai	15	40
2010	27	Johor	MBJB	Taman Century	56	47
2010	27	Johor	MPJBT	Taman Johor Jaya Jalan Bakawali	9	40
2010	27	Johor	MPPG	"Taman Mawar, Pelentong"	26	97
2010	27	Johor	MPPG	Perjiranan 9 Pasir Gudang	10	56
2010	27	Johor	MBJB	Taman Gembira	20	75
2010	27	Pahang	Kuantan	Taman Sentosaair Putih	8	30
2010	27	N. Sembilan	Seremban	Taman Tunku Jaafar F3 (Ep2)	8	35
2010	27	Perak	Kinta	Kg Sg Tapah Tambahan	8	41
2010	27	Kelantan	Pasir Mas	Kg Baroh Pial Kangkong	15	41
2010	27	Sarawak	Sibu	Jalan Tiong Hua	23	38
2010	27	Sarawak	Sibu	Jalan Hardin	6	31
2010	28	Selangor	MPKJ	Taman Sepakat Indah	87	153
2010	28	Selangor	Gombak	Kg Changkat	27	88
2010	28	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	41	82
2010	28	Selangor	MPAJ	Pandan Jaya (Zon B)	33	66
2010	28	Selangor	Hulu Langat	Flat Sri Tanjung Seksyen 7 Bandar Baru Bangi	10	63
2010	28	Selangor	MPAJ	Kg Melayu Ampang ( Zon C)	14	61
2010	28	Selangor	Hulu Langat	Kem Pga (2)	17	55
2010	28	Selangor	MPAJ	Pandan Perdana (Zon B)	18	51
2010	28	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	20	44
2010	28	Selangor	Gombak	Kg Bendahara	18	42
2010	28	Selangor	Hulu Langat	Taman Sri Jelok	16	40
2010	28	Selangor	MPAJ	Pandan Jaya (Zon C)	8	38
2010	28	Selangor	Hulu Langat	Taman Sri Bahagia	5	38
2010	28	Selangor	MPAJ	Pandan Mewah (Zon A)	6	32
2010	28	Selangor	Hulu Langat	Taman Sri Bangi	7	32
2010	28	Selangor	Hulu Langat	Taman Permai Bangi (2)	4	32
2010	28	Selangor	MPS	Jalan Hijau Gv 3 Btp	8	31
2010	28	Selangor	Hulu Langat	Fasa 1 Seksyen 8 Bandar Baru Bangi	5	31
2010	28	Johor	MPJBT	Rumah Rakyat Lima Kedai	17	46
2010	28	Johor	MBJB	Taman Century	64	53
2010	28	Johor	MPPG	"Taman Mawar, Pelentong"	26	103
2010	28	Johor	MPJBT	Taman Johor Jaya Jalan Bakawali	10	46
2010	28	Johor	MBJB	Taman Sri Tebrau	5	32
2010	28	Johor	MBJB	Taman Sinaran Kempas	6	31
2010	28	Johor	MPPG	Rumah Pangsa Jalan Tembusu	14	66
2010	28	Johor	MPPG	Perjiranan 9 Pasir Gudang	13	63
2010	28	Johor	MBJB	Taman Gembira	21	82
2010	28	Sarawak	Sibu	Jalan Tiong Hua	25	45
2010	28	Sarawak	Sibu	Jalan Huo Ping	13	35
2010	28	Sarawak	Sibu	Jalan Hardin	8	38
2010	28	Sarawak	Bintulu	"Kg Sebuan Kecil,Jepak"	11	33
2010	28	Perak	Kinta	Kg Sg Tapah Tambahan	8	47
2010	28	Perak	Kinta	Kg Manjoi	12	34
2010	28	Kelantan	Pasir Mas	Kg Baroh Pial	15	48
2010	28	Kelantan	Pasir Mas	Kg Gual Pasir	12	32
2010	28	WPKL	Cheras	Desa Tasik Awam	17	47
2010	28	N. Sembilan	Seremban	Taman Tunku Jaafar F3 (Ep2)	8	42
2010	28	P. Pinang	Timur Laut	"Kuarters Polis, Lone Pine"	27	34
2010	29	Selangor	Gombak	Kg Changkat	28	95
2010	29	Selangor	MPAJ	Au5 Taman Keramat (Zon A)	42	89
2010	29	Selangor	MPAJ	Pandan Jaya (Zon B)	36	73
2010	29	Selangor	Hulu Langat	Kem Pga (2)	19	62
2010	29	Selangor	MPAJ	Pandan Perdana (Zon B)	19	58
2010	29	Selangor	Hulu Langat	Pangsapuri Baiduri Bandar Tasik Kesuma	22	51
